id|Nationality|Nationality_Region|Nationality_IncomeGroup|aff_country|aff_country_Region|aff_country_IncomeGroup|Gender|Citations|Productivity|Degree
ur.01346152624.93|RU|Europe & Central Asia|Upper middle income|United States|North America|High income|male|4846|1|3
ur.0611035042.03|CA|North America|High income|United States|North America|High income|male|4846|1|3
ur.01130455277.16|NZ|East Asia & Pacific|High income|United States|North America|High income|male|4846|1|3
ur.01065660431.43|JM|Latin America & Caribbean|Upper middle income|United States|North America|High income|male|4846|1|3
ur.015123461017.66|KR|East Asia & Pacific|High income|United States|North America|High income|female|4817|1|1
ur.01202554204.92|PK|South Asia|Lower middle income|United States|North America|High income|male|4817|1|1
ur.01002772260.24|US|North America|High income|United States|North America|High income|male|4742|1|0
ur.013760006677.10|FR|Europe & Central Asia|High income|France|Europe & Central Asia|High income|male|4742|1|0
ur.010761253451.90|IN|South Asia|Lower middle income|United States|North America|High income||4738|1|0
ur.07620324443.12|US|North America|High income|United States|North America|High income|male|4664|1|1
ur.016276335677.18|NZ|East Asia & Pacific|High income|United States|North America|High income||4664|1|1
ur.016037200254.68|US|North America|High income|United Kingdom|Europe & Central Asia|High income|male|4648|1|3
ur.0711063171.98|GB|Europe & Central Asia|High income|United Kingdom|Europe & Central Asia|High income|female|4648|1|3
ur.01137531577.42|NZ|East Asia & Pacific|High income|United Kingdom|Europe & Central Asia|High income||4648|1|3
ur.01061017360.21|AT|Europe & Central Asia|High income|United Kingdom|Europe & Central Asia|High income||4648|1|3
ur.01063263031.48||||United States|North America|High income|male|7671|2|5
ur.01165263650.34|GR|Europe & Central Asia|High income|United States|North America|High income|male|7671|2|5
ur.01273670317.02|GE|Europe & Central Asia|Upper middle income|United States|North America|High income|female|10043|3|7
ur.0746111003.64|DE|Europe & Central Asia|High income|Germany|Europe & Central Asia|High income|male|4641|1|1
ur.012336200057.54|IL|Middle East & North Africa|High income|Germany|Europe & Central Asia|High income||4641|1|1
ur.012607671411.68|SE|Europe & Central Asia|High income|Germany|Europe & Central Asia|High income|male|4635|1|3
ur.07621210535.08|BE|Europe & Central Asia|High income|Belgium|Europe & Central Asia|High income|male|6917|2|4
ur.014202632411.41|FR|Europe & Central Asia|High income|Belgium|Europe & Central Asia|High income|male|6917|2|4
ur.01076572331.97|US|North America|High income|Sweden|Europe & Central Asia|High income||4635|1|3
ur.016462014660.52|IR|Middle East & North Africa|Lower middle income|United States|North America|High income|male|4624|1|0
ur.012473107117.31|MQ|||United States|North America|High income|male|4602|1|0
ur.0637616634.28|CL|Latin America & Caribbean|High income|United Kingdom|Europe & Central Asia|High income||4573|1|1
ur.012306045101.50|GB|Europe & Central Asia|High income|United States|North America|High income|male|10725|3|4
ur.01177674512.28|MX|Latin America & Caribbean|Upper middle income|United States|North America|High income|female|4565|1|2
ur.01367545054.28|EC|Latin America & Caribbean|Upper middle income|United States|North America|High income|male|4565|1|2
ur.012053615055.97|US|North America|High income|United States|North America|High income|male|7983|2|0
ur.011515673312.81|KE|Sub-Saharan Africa|Lower middle income|United States|North America|High income||4541|1|0
ur.012570035237.90|US|North America|High income|United States|North America|High income|male|4528|1|0
ur.013423211702.40|JP|East Asia & Pacific|High income|Japan|East Asia & Pacific|High income|male|4515|1|1
ur.07715475274.44|NE|Sub-Saharan Africa|Low income|Japan|East Asia & Pacific|High income|male|4515|1|1
ur.01072402513.35|IT|Europe & Central Asia|High income|Italy|Europe & Central Asia|High income|male|4479|1|3
ur.0617662512.50|IT|Europe & Central Asia|High income|Italy|Europe & Central Asia|High income|male|4479|1|3
ur.014405522221.52|IT|Europe & Central Asia|High income|Italy|Europe & Central Asia|High income|female|4479|1|3
ur.010030364755.03|IT|Europe & Central Asia|High income|United States|North America|High income|male|4479|1|3
ur.011324233443.74|CH|Europe & Central Asia|High income|France|Europe & Central Asia|High income||4469|1|0
ur.014310557753.78|MQ|||Germany|Europe & Central Asia|High income||4464|1|0
ur.01152151243.29|HU|Europe & Central Asia|High income|United States|North America|High income||4453|1|4
ur.01331056567.35|HU|Europe & Central Asia|High income|United States|North America|High income||12478|3|9
ur.01261524767.88|CI|Sub-Saharan Africa|Lower middle income|United States|North America|High income|male|4429|1|1
ur.01104531757.05|IT|Europe & Central Asia|High income|United States|North America|High income|male|10356|3|12
ur.01224031676.37|GR|Europe & Central Asia|High income|Hungary|Europe & Central Asia|High income|male|4427|1|3
ur.01167750503.30|HU|Europe & Central Asia|High income|Hungary|Europe & Central Asia|High income|male|4427|1|3
ur.01165245747.67|HU|Europe & Central Asia|High income|Hungary|Europe & Central Asia|High income|male|8033|2|5
ur.010305401531.70|GB|Europe & Central Asia|High income|United Kingdom|Europe & Central Asia|High income||4417|1|0
ur.011667165701.02|HU|Europe & Central Asia|High income|Germany|Europe & Central Asia|High income|male|8890|3|11
ur.0655741071.47|DE|Europe & Central Asia|High income|United States|North America|High income|male|4391|1|0
ur.012063254364.26|SE|Europe & Central Asia|High income|Taiwan|||male|6694|2|13
ur.012266611545.50|BE|Europe & Central Asia|High income|Switzerland|Europe & Central Asia|High income||4370|1|9
ur.015334354637.99|NI|Latin America & Caribbean|Lower middle income|Switzerland|Europe & Central Asia|High income|male|9069|3|12
ur.01040022367.47|CH|Europe & Central Asia|High income|United States|North America|High income||4370|1|9
ur.015434565531.51|IT|Europe & Central Asia|High income|Belgium|Europe & Central Asia|High income|male|6694|2|13
ur.012524306271.22|BE|Europe & Central Asia|High income|Belgium|Europe & Central Asia|High income|male|6694|2|13
ur.01007707002.36|CN|East Asia & Pacific|Upper middle income|China|East Asia & Pacific|Upper middle income|male|4370|1|9
ur.014753161664.98|AT|Europe & Central Asia|High income|United States|North America|High income|male|6694|2|13
ur.012514776731.45|AR|Latin America & Caribbean|Upper middle income|Switzerland|Europe & Central Asia|High income||4370|1|9
ur.014407721161.60|PS|Middle East & North Africa|Upper middle income|France|Europe & Central Asia|High income||4370|1|9
ur.0601113154.29|IL|Middle East & North Africa|High income|United Kingdom|Europe & Central Asia|High income|male|4364|1|1
ur.011461053504.07|SE|Europe & Central Asia|High income|United Kingdom|Europe & Central Asia|High income|male|8266|2|1
ur.01360551577.18|HU|Europe & Central Asia|High income|United States|North America|High income|female|4337|1|7
ur.01200270221.26|HU|Europe & Central Asia|High income|Hungary|Europe & Central Asia|High income|male|4337|1|7
ur.0607103327.82|CZ|Europe & Central Asia|High income|United States|North America|High income|male|4337|1|7
ur.01027707610.15|AR|Latin America & Caribbean|Upper middle income|United States|North America|High income|male|8024|2|10
ur.013074006673.32|RO|Europe & Central Asia|High income|Spain|Europe & Central Asia|High income|male|4337|1|7
ur.01154006727.00|CN|East Asia & Pacific|Upper middle income|United States|North America|High income|female|4337|1|7
ur.01004776104.69||||France|Europe & Central Asia|High income|male|7084|2|4
ur.01270211166.22|IT|Europe & Central Asia|High income|France|Europe & Central Asia|High income|male|7084|2|4
ur.0655002734.60|CA|North America|High income|United States|North America|High income||6699|2|4
ur.01145453274.65|CA|North America|High income|United States|North America|High income|male|6349|2|4
ur.01017337156.39|NL|Europe & Central Asia|High income|United States|North America|High income|male|4270|1|1
ur.07433125435.15|IS|Europe & Central Asia|High income|United States|North America|High income|male|4270|1|1
ur.016656246103.83|BR|Latin America & Caribbean|Upper middle income|United States|North America|High income|male|4252|1|0
ur.015206707361.37|HK|East Asia & Pacific|High income|United States|North America|High income||4245|1|0
ur.015354454731.03|KR|East Asia & Pacific|High income|United States|North America|High income|male|9231|3|5
ur.07505535224.86|AT|Europe & Central Asia|High income|United States|North America|High income|male|6548|2|4
ur.013714430041.92|IT|Europe & Central Asia|High income|France|Europe & Central Asia|High income|male|7461|2|4
ur.010527624235.06|IQ|Middle East & North Africa|Upper middle income|France|Europe & Central Asia|High income|male|7461|2|4
ur.0643077432.68|BE|Europe & Central Asia|High income|France|Europe & Central Asia|High income|male|7461|2|4
ur.015637074627.37|US|North America|High income|United Kingdom|Europe & Central Asia|High income|male|4236|1|0
ur.015564443355.88|CZ|Europe & Central Asia|High income|United States|North America|High income|male|4236|1|0
ur.01127352226.45|DE|Europe & Central Asia|High income|Germany|Europe & Central Asia|High income|male|12715|4|5
ur.01076516013.05|HU|Europe & Central Asia|High income|Germany|Europe & Central Asia|High income|male|4232|1|1
ur.011477006052.98|US|North America|High income|United States|North America|High income|male|4222|1|1
ur.014741411203.08|DE|Europe & Central Asia|High income|Germany|Europe & Central Asia|High income|male|4222|1|1
ur.011466027771.53|NZ|East Asia & Pacific|High income|||||4220|1|1
ur.010154341221.49|GB|Europe & Central Asia|High income|United States|North America|High income|male|4220|1|1
ur.016315425675.73|IL|Middle East & North Africa|High income|United States|North America|High income|male|4218|1|0
ur.016407141111.81|GB|Europe & Central Asia|High income|United Kingdom|Europe & Central Asia|High income|male|7044|2|1
ur.016472032001.68|ZA|Sub-Saharan Africa|Upper middle income|United States|North America|High income|male|4197|1|5
ur.010662261007.25|US|North America|High income|United States|North America|High income|male|4197|1|5
ur.01175104721.28|US|North America|High income|United States|North America|High income|male|6680|2|11
ur.013140436546.52|HK|East Asia & Pacific|High income|United States|North America|High income||6680|2|11
ur.01124140026.05|RO|Europe & Central Asia|High income|United States|North America|High income|male|6680|2|11
ur.07451436637.45|VN|East Asia & Pacific|Lower middle income|United States|North America|High income||4197|1|5
ur.010521224147.23|DE|Europe & Central Asia|High income|United States|North America|High income|male|4193|1|1
ur.07663634347.53|GB|Europe & Central Asia|High income|United States|North America|High income|male|4193|1|1
ur.010776654001.90|CN|East Asia & Pacific|Upper middle income|China|East Asia & Pacific|Upper middle income|male|4192|1|8
ur.01155565654.71|CN|East Asia & Pacific|Upper middle income|China|East Asia & Pacific|Upper middle income||4192|1|8
ur.0751734455.94|CN|East Asia & Pacific|Upper middle income|China|East Asia & Pacific|Upper middle income|male|4192|1|8
ur.0733713310.20|CN|East Asia & Pacific|Upper middle income|China|East Asia & Pacific|Upper middle income||4192|1|8
ur.01053235174.45|TW|||China|East Asia & Pacific|Upper middle income|male|4192|1|8
ur.01167023566.98|TW|||China|East Asia & Pacific|Upper middle income||4192|1|8
ur.01200600261.85|CN|East Asia & Pacific|Upper middle income|China|East Asia & Pacific|Upper middle income|male|4192|1|8
ur.0730751754.05|TW|||China|East Asia & Pacific|Upper middle income||4192|1|8
ur.014770417261.51|TW|||United States|North America|High income||4183|1|0
ur.01022700764.47|IL|Middle East & North Africa|High income|Germany|Europe & Central Asia|High income|male|7058|2|6
